en,vi
"Results: The extraction proficiency was 15, 59%.","Kết quả: Hiệu suất chiết cao đạt 15,59%."
Physical symptoms had no significant difference among two groups (p>0.05).,"Các triệu chứng thực thể chưa thấy có sự khác biệt có ý nghĩa giữa hai nhóm NC (p > 0,05)."
Ratio of male pts and female was 1.66: 1.,"Tỉ số nam: nữ là 1,6 6:1."
Gross total resection was achieved in 38 patients (77.8%).,"tỷ lệ lấy trọn u đại thể 38 trường hợp (77,8%)."
The male: female ratio was 1: 3.6.,"tỷ lệ nữ / nam là 1/3, 6."
Methods: Case-series study.,Đối tượng - Phương pháp nghiên cứu: Nghiên cứu mô tả loạt ca.
"Keywords: Transcatheter arterial embolization, rebleeding.","Từ khoá: Tắc mạch, chảy máu tái phát."
Background: Mesenchymal stem cells from adipose tissue are increasingly interested in research and application in tissue technology and regenerative medicine because of their superior features and great potential that these cells bring.,Đặt vấn đề: Tế bào gốc trung mô từ mô mỡ ngày càng được quan tâm nghiên cứu và ứng dụng nhiều trong công nghệ mô và y học tái tạo vì những đặc điểm ưu việt và tiềm năng to lớn mà các tế bào này mang lại.
Methods: The research method is a descriptive experiment.,Phương pháp nghiên cứu: Thí nghiệm thực nghiệm mô tả.
"Background: Today, the puberty of adolescents and the average age of first sexual intercourse significantly decreased.","Đặt vấn đề: Hiện nay, tuổi dậy thì của vị thành niên cũng như tuổi trung bình quan hệ tình dục (QHTD) lần đầu đã giảm một cách rõ rệt."
Shadow images large heart was 78.7%.,"Hình ảnh bóng tim to trên X-quang chiếm 78,7%."
Methods: The list of medications used at the hospital in 2017.,Đối tượng - Phương pháp nghiên cứu: Danh mục thuốc sử dụng tại Bệnh Viện năm 2017.
Methods: Cross-sectional study.,Phương pháp: Thiết kế nghiên cứu: mô tả cắt ngang có phân tích.
168 eyes who had FA and OCT performed on the same day.,168 mắt được chụp FA và OCT trong cùng một ngày.
Main outcome measure was the correlation between FA and OCT findings of macula in patients with CME.,Kết luận sau cùng nhằm phân tích tương quan giữa hình ảnh CME trên FA và OCT.
Mean stone size: 19 mm (range 15 - 32).,Kích thước sạn trung bình: 19 mm (15-32).
Background: Ulcerative colitis (UC) is a long-lasting inflammation and ulceration in the large intestine (colon). It is treated by internal medicine or surgery.,"Mở đầu: Viêm loét đại tràng (VLĐT) là tình trạng viêm và loét mạn tính tại đại tràng, thường được điều trị bằng nội khoa hoặc ngoại khoa."
Results: Determined Dmax =26.67g / kg.,"Kết quả: Xác định được Dmax= 26,67 g / kg chuột."
The rate of male / female: 3.75/1.,"Tỉ lệ nam trên nữ: 3,7 5/1."
The average time of operation: 25.4 ± 8.9 minutes.,"Thời gian mổ trung bình: 25,4 ± 8,9 phút."
isolates and 2 Citrobacter isolates.,là 61 chủng và Citrobacter là 2 chủng.
"Grade 2 of histology was most common, 45.5%.","Grade mô học chiếm đa số là grade 2 (45,5%)."
Design of small-molecules binding into interleukin-1β,Thiết kế các phân tử nhỏ có khả nănggắn kết với interleukin-1β
Relation of clinical symptons and obstructive sleep apnea,Khảo sát mối liên quan của các đặc điểm lâm sàng và ngưng thở lúc ngủ tắc nghẽn
"Keywords: obstructive sleep apnea (OSA), clinical symptoms.","Từ khoá: ngưng thở lúc ngủ tắc nghẽn (NTLNTN), đặc điểm lâm sàng."
Treatment time for a fraction is from 10 to 15 minutes with 2.25 Gy for CTV1 per day.,"Thời gian tia xạ trung bình từ 10 - 15 phút. Phân liều trung bình 2,25 Gy / ngày."
"Background: In the time of media explosion, beside the guide of teachers, students should be improving their ability in self-learning, especially in proffesional skills of a medical doctor.","Đặt vấn đề: Trước tình trạng bùng nổ thông tin như hiện nay, ngoài sự hướng dẫn của người dạy, sinh viên nhất thiết phải có khả năng tự học để nâng cao tri thức và kết quả học tập, đặc biệt là nâng cao năng lực chuyên môn để đáp ứng tốt công việc sau khi ra trường."
"Keywords: self-learning, self-learning activitives, academic evaluation.","Từ khoá: Tự học, hoạt động tự học, học lực."
It was only helpful in post-pericardiotomy syndrome.,Corticoid có hiệu quả trong các trường hợp viêm màng ngoài tim sau mổ tim hở.
Inflammatory reactions were very high in almost cases presented by increasing ESR and CRP.,"Phản ứng viêm tăng mạnh ở hầu hết các nguyên nhân thể hiện ở tăng ESR (89,5%) và CRP (81,3%)."
Background: Eosinophilia meningitis can be the result of noninfectious causes and infectious agents.,Đặt vấn đề: Bệnh viêm màng não tăng bạch cầu ái toan (VMNTBCAT) có thể do nguyên nhân nhiễm trùng và không nhiễm trùng.
"Methods: We studied 84 patients with AIS admitted to the cardiology, Hue Central Hospital from May, 2015 to October 2016.",Đối tượng và phương pháp nghiên cứu: Nghiên cứu được tiến hành trên 84 bệnh nhân nhồi máu não cấp vào điều trị tại khoa Nội Tim mạch bệnh viện trung ương Huế từ tháng 5/2015 đến tháng 10/2016.
There was one case (1.4%) in which one additional trocar was required.,"Một trường hợp (1,4%) phải đặt thêm trô-ca 5mm hỗ trợ."
"Monthly, these drugs were examed quality following Standards of Vietnam Pharmacopie Volumn III, edition 2002 and in-home Standards.","Hàng tháng, tiến hành kiểm tra các chỉ tiêu chất lượng thuốc theo DĐVN III và một số tiêu chuẩn cơ sở."
"Hence, a combination of clinical signs, ultrasound, and FNA can improve the accuracy of preoperative diagnosis.","Do đó, phối hợp khám lâm sàng, siêu âm, FNA trong chẩn đoán bệnh lý u tuyến giáp trước phẫu thuật giúp cải thiện độ chính xác."
Results: - Male patients (78.6%) are more numerous than female patients (21.4%).,"- Bệnh nhân nam (78,6%), nhiều hơn nữ (21,4%)."
- The percentage of smokers (69.9%) and alcoholics (57.3%).,"- Tỷ lệ hút thuốc lá 69,9% và uống rượu 57,3%."
Objectives: Mitral stenosis is a common disease accounting for 40.3% of population of cardiovascular disease.,"Đặt vấn đề: Hẹp van hai lá là bệnh thường gặp chiếm 40,3% số người mắc bệnh tim mạch."
"Liver biopsy has still the gold standard for assessment of hepatic fibrosis, but it has some limitations.",Sinh thiết gan vẫn là tiêu chuẩn vàng để đánh giá xơ hoá gan nhưng đã bộc lộ một số hạn chế.
"To overcome this, non-invasive methods were developed.","Để khắc phục những hạn chế này, các phương pháp đánh giá xơ hoá gan không xâm nhập đã ra đời và được áp dụng ngày càng rộng rãi hơn."
Each method has its own advantages and limits.,"Tuy nhiên, phương pháp nào cũng có những ưu điểm và hạn chế riêng."
The roll of generic drugs– quality and economic aspect in treatment.,Vai trò của thuốc generic - chất lượng và kinh tế trong điều trị.
Male: Female ratio is 1: 2.3.,"Tỉ lệ nam: nữ là 1:2, 3."
Subcutaneous panniculitis-like T cell lymphoma always presents as subcutaneous nodule-tumor (100%); the most common site is lower extremities (71.4%).,"Lymphôm giống viêm mô mỡ dưới da luôn có biểu hiện nốt-u (100%) dưới da; vị trí thường gặp nhất là chi dưới (71,4%)."
Medthods: The comparative crosssectional study.,Phương pháp: Nghiên cứu mô tả cắt ngang có so sánh.
Materials and methods: Prospective study.,Bệnh nhân và phương pháp: Nghiên cứu tiến cứu.
"Results: 40 patients were enrolled in this study (male: 82.5%, female: 17.5%).","Kết quả: Trong 40 bệnh nhân có 82,5% nam, 17,5% nữ."
Survey of the gingival zenith position and papilla proportion in the maxillary anterior dentition.,Khảo sát vị trí đỉnh viền nướu và tỷ lệ chiều cao gai nướu ở nhóm răng trước hàm trên.
Background: Gingival morphology and contour play an essential role in creating a beautiful smile.,Đặt vấn đề: Giải phẫu nướu và hình dạng nướu đóng vai trò thiết yếu trong việc tạo nên một nụ cười đẹp.
Understanding and establishing these characteristics are prerequisites during treatment planning for maxillary anterior dentition.,Hiểu và tái tạo được những đặc điểm này là yếu tố tiên quyết khi can thiệp điều trị ở vùng răng trước hàm trên.
"Research design was prospective clinical trials, group comparison.","Thiết kế nghiên cứu theo phương pháp thử nghiệm lâm sàng tiến cứu, so sánh nhóm."
The most common functional symptom was hoarseness with 80.6%.,"Triệu chứng cơ năng hay gặp là khàn tiếng chiếm 80,6%."
Laryngectomy combined chemoradiation therapy was the treatment solution mostly used with 69.4%.,"Điều trị phẫu thuật và hoá xạ trị là chủ yếu (69,4%)."
The main reason is due to traffic accidents (79.2%).,"Nguyên nhân chủ yếu là do tai nạn giao thông (79,2%)."
Ojectives: 1.,Mục tiêu: 1.
Tachypnea and agitation were the most common sign (51%).,Tần số thở nhanh và kích thích vật vã là hai đặc điểm lâm sàng phổ biến nhất (51%).
Background: Gastrointestinal (GI) endoscopic untrasound is the major technique for diagnosis of GI disease and treatment.,"Đặt vấn đề: Nội soi đường tiêu hoá là một kỹ thuật hiện đại, có giá trị lớn trong việc chẩn đoán và điều trị bệnh lý đường tiêu hoá."
Operative mortality was 0%.,Tỷ lệ tử vong sớm sau mổ 0%.
100% patients with mechanical valve replacement.,100% bệnh nhân được thay van động mạch chủ cơ học 2 lá.
Background: Diabetes mellitus (DM) has become a common disease worldwide.,Đặt vấn đề: Đái tháo đường (ĐTĐ) đã trở thành một bệnh phổ biến trên toàn thế giới.
The syndromes of low rate are Stomach-Heat syndrome and Stomach-Yin deficiency syndrome.,Các HC có tỷ lệ thấp là HC Vị nhiệt và HC Vị âm hư.
Conclusion: The syndromes of high rate are Kidney-Yin syndrome and Spleen-Qi deficiency syndrome.,Kết luận: Các HC có tỷ lệ cao là HC Thận âm hư và HC Tỳ khí hư.
Results: Success: 42/45 patients.,"Thành công 42/45, thất bại 3/4 5."
"Surgical procedures: hot 69.6%, warm 30.4%.","Phương pháp phẫu thuật nóng 69,6%, ấm 30,4%."
Introduction: Human Papilloma Virus (HPV) is a common sexually transmitted virus.,Đặt vấn đề: Vi rút u nhú ở người (HPV) là loại vi rút gây bệnh lây truyền qua đường tình dục phổ biến.
"Background: Low back pain by osteoarthristis is one of the most common diseases in the world as well as in Vietnam, estimated 70 - 85% people in the world have low back pain sometime in their lives.","Đặt vấn đề: Đau thắt lưng do thoái hoá cột sống là một bệnh lý rất thường gặp trên thế giới cũng như ở Việt Nam, có khoảng 70 - 85% dân số thế giới có ít nhất 1 lần mắc phải trong cuộc đời."
